"piler_party","party_id","party_code","party_name","Country","X5"
"CGP",1515,"K","Clean Government Party / New Komeito","Japan",
"Minna",,,,"Japan",
"Liberal Democratic Party",1746,"LDP","Liberal Democratic Party","Japan",
"Democratic Party of Japan",1804,"DPJ","Democratic Party of Japan","Japan",
"Japan Innovation Party",9008,"JaRep","Japan Innovation Party","Japan",
"Clean Government Party",1515,"K","Clean Government Party / New Komeito","Japan",
"Japanese Communist Party",736,"JCP","Japan Communist Party","Japan",
"The Party for Future Generations",3215,"PFG/PJK","Party for Future Generations /  Party for Japanese Kokoro","Japan",
"People's Life Party",1100,"PPLF","Putting People's Lives First","Japan",
"Social Democratic Party",3,"JSP/SDP","Japan Socialist Party / Social Democratic Party","Japan",
"Koumeito",1515,"K","Clean Government Party / New Komeito","Japan",
"The Constitutional Democratic Party of Japan",6135,"KDP","Constitutional Democratic Party of Japan","Japan",
"Democratc Party for the People",9006,"DPP","Democratic Party for the People","Japan",
"Japan Communist Party",736,"JCP","Japan Communist Party","Japan",
"Reiwa Shinsengumi",9009,"ReiShin","Reiwa Shinsengumi","Japan",
"Communist",736,"JCP","Japan Communist Party","Japan",
"Liberal Party",13,"LP","Liberal Party","Japan",
"New Party",,,,"Japan",
"New Frontier Party",282,"NFP","New Frontier Party","Japan",
"Green Wind",,,,"Japan",
"Japan Restoration Party",2080,"JReP","Japan Restoration [Innovation] Party","Japan",
"Your Party",1777,"YP","Your Party","Japan",
"Constitutional Democratic Party of Japan",6135,"KDP","Constitutional Democratic Party of Japan","Japan",
"Party of Hope",6134,"PH","Party of Hope","Japan",
"Komeito",1515,"K","Clean Government Party / New Komeito","Japan",
"Party for Japanese Kokoro",3215,"PFG/PJK","Party for Future Generations /  Party for Japanese Kokoro","Japan",
"The Democratic Party of Japan",1804,"DPJ","Democratic Party of Japan","Japan",
"New Conservative Party",702,"NCP","New Conservative Party","Japan",
"Liberal Democratic Party - LDP",1746,"LDP","Liberal Democratic Party","Japan",
"LDP (Liberal Democratic Party)",1746,"LDP","Liberal Democratic Party","Japan",
"Democratic Socialist",867,"DSP","Democratic Socialist Party","Japan",
"Komei",1515,"K","Clean Government Party / New Komeito","Japan",
"Liberal Democratic",1746,"LDP","Liberal Democratic Party","Japan",
"Social Democratic",3,"JSP/SDP","Japan Socialist Party / Social Democratic Party","Japan",
"United Social Democratic",,,,"Japan",
"Japan Renewal",1109,"JRP","Japan Renewal Party","Japan",
"New Party Sakigake",392,"NPS","New Party Sakigake","Japan",
"Japan Social Democratic Party",3,"JSP/SDP","Japan Socialist Party / Social Democratic Party","Japan",
"The Democratic Party",,,,"Japan",
"Refomers Network Party",,,,"Japan",
"Social Democratic Party of Japan",3,"JSP/SDP","Japan Socialist Party / Social Democratic Party","Japan",
"The Japanese Communist Party",736,"JCP","Japan Communist Party","Japan",
"Social Democr Party",3,"JSP/SDP","Japan Socialist Party / Social Democratic Party","Japan",
"Liberal Democr Party",1746,"LDP","Liberal Democratic Party","Japan",
"The Democratic Party of Japan - DPJ",1804,"DPJ","Democratic Party of Japan","Japan",
"New Komeito - New Clean Government Party",1515,"K","Clean Government Party / New Komeito","Japan",
"The Japanese Communist Party - JCP",736,"JCP","Japan Communist Party","Japan",
"Social Democratic Party - SDPJ",3,"JSP/SDP","Japan Socialist Party / Social Democratic Party","Japan",
"Japanese Communist Party - JCP",736,"JCP","Japan Communist Party","Japan",
"Democratic Party of Japan - DPJ",1804,"DPJ","Democratic Party of Japan","Japan",
"Liberal Democratic Party of Japan",1746,"LDP","Liberal Democratic Party","Japan",
"New Party Daichi",,,,"Japan",
"Greens Japan",,,,"Japan",
"The Happiness Realization Party",,,,"Japan",
"The People's Life Party",1100,"PPLF","Putting People's Lives First","Japan",
"Shijiseitou Nashi",,,,"Japan",
"New Renaissance Party",,,,"Japan",
"The People's Life Party (& Taro Yamamoto and Friends)",,,,"Japan",
"Initiatives from Osaka",9008,"JaRep","Japan Innovation Party","Japan",
"Kokumin Ikari no Koe (Angry Voice of the People)",,,,"Japan",
"The Party for Japanese Kokoro",3215,"PFG/PJK","Party for Future Generations /  Party for Japanese Kokoro","Japan",
"Liberal Democratic Party of JAPAN",1746,"LDP","Liberal Democratic Party","Japan",
"The Party of Hope",6134,"PH","Party of Hope","Japan",
"KOMEITO",1515,"K","Clean Government Party / New Komeito","Japan",
"Jimin to - Liberal Democratic Party of JAPAN (LDP)",1746,"LDP","Liberal Democratic Party","Japan",
"Kibo no to - The Party of Hope",6134,"PH","Party of Hope","Japan",
"Rikkenminsyu to - The Constitutional Democratic Party of Japan (CDP)",6135,"KDP","Constitutional Democratic Party of Japan","Japan",
"Shamin to - Social Democratic Party (SDP)",3,"JSP/SDP","Japan Socialist Party / Social Democratic Party","Japan",
"Komei to - KOMEITO (NKP)",1515,"K","Clean Government Party / New Komeito","Japan",
"Kyosan to - Japanese Communist Party (JCP)",736,"JCP","Japan Communist Party","Japan",
"Nippon ishin no kai - Japan Innovation Party (JIP)",9008,"JaRep","Japan Innovation Party","Japan",
"Nihon no kokoro - The Party for Japanese Kokoro (PJK)",3215,"PFG/PJK","Party for Future Generations /  Party for Japanese Kokoro","Japan",
"NHK Kara Kokumin o Mamoru To",9007,"NHK","The party that protects those who do not pay the NHK license fee","Japan",
"Democratic Party For the People",9006,"DPP","Democratic Party for the People","Japan",
"NHK To Saiban Shiteiru To Bengoshihou 72jou Ihande",9007,"NHK","The party that protects those who do not pay the NHK license fee","Japan",
"DPJ (Democratic Party of Japan)",1804,"DPJ","Democratic Party of Japan","Japan",
"JCP (Japanese Communist Party)",736,"JCP","Japan Communist Party","Japan",
"NCGP(New Clean Government Party)",1515,"K","Clean Government Party / New Komeito","Japan",
"SDP (Social Democratic Party)",3,"JSP/SDP","Japan Socialist Party / Social Democratic Party","Japan",
"NPN (New Party Nippon)",692,"NPN","New Party Nippon","Japan",
"PNP (People's New Party)",352,"PNP","People's New Party","Japan",
"NCGP (New Clean Government Party)",1515,"K","Clean Government Party / New Komeito","Japan",
"YP (Your Party)",1777,"YP","Your Party","Japan",
"SPJ (Sunrise Party of Japan)",,,,"Japan",
"Kizuna Party",,,,"Japan",
"JRP (Japan Restoration Party)",2080,"JReP","Japan Restoration [Innovation] Party","Japan",
"Tomorrow Party (Now includes LF (People's Life First) and Anti TTP (Anti-Nuclear, Consumption Tax Hike Freeze Realizatio",,,,"Japan",
"Green Breeze Party",,,,"Japan",
"Other   (Volunteered)",,,,"Japan",
"The People's Life Party & Taro Yamamoto and Friends",,,,"Japan",
"DP Democratic Party",,,,"Japan",
"Nippon Ishin no Kai (Initiatives from Osaka)",9008,"JaRep","Japan Innovation Party","Japan",
"Okinawa Socialist Masses Party",,,,"Japan",
"CDP (Constitutional Democratic Party)",6135,"KDP","Constitutional Democratic Party of Japan","Japan",
"DPFP (Democratic Party for the People)",9006,"DPP","Democratic Party for the People","Japan",
"The Liberal Democratic Party of Japan - LDP  ( Jiyu-Minshuto)",1746,"LDP","Liberal Democratic Party","Japan",
"The New Komeito-NKP ( Shin Komeito)",1515,"K","Clean Government Party / New Komeito","Japan",
"The Japanese Communist Party - JCP (, Nihon Kyosan-to)",736,"JCP","Japan Communist Party","Japan",
"United Social Democratic Party",,,,"Japan",
"United Progressive Liberals",,,,"Japan",
"Japan Socialist Party",3,"JSP/SDP","Japan Socialist Party / Social Democratic Party","Japan",
"Japan Democratic Socialist Party",867,"DSP","Democratic Socialist Party","Japan",
"Clean Government Party / New Komeito",1515,"K","Clean Government Party / New Komeito","Japan",
"Group of non-affiliated politicians (Mushozoku no kai)",,,,"Japan",
"Liberal League",348,"LL","Liberal League","Japan",
"The Democratic Party of Japan - DPJ ( Minshuto)",1804,"DPJ","Democratic Party of Japan","Japan",
"The Social Democratic Party-SDPJ ( Shakai Minshu-to)",3,"JSP/SDP","Japan Socialist Party / Social Democratic Party","Japan",
"People's New Party",352,"PNP","People's New Party","Japan",
"Sunrise Party",,,,"Japan",
"Social Democratic Party / Old Japan Socialist Party",3,"JSP/SDP","Japan Socialist Party / Social Democratic Party","Japan",
"Democratic Party for the People",9006,"DPP","Democratic Party for the People","Japan",
"Constitutional Democratic Party of Japan ",6135,"KDP","Constitutional Democratic Party of Japan","Japan",
"National Congress Party",,,,"Jordan",
"The National Constitutional Party",,,,"Jordan",
"Islamic Labour Front",,,,"Jordan",
"Islamic Brotherhood (Muslim Brothers)",,,,"Jordan",
"Al Wasat Al Islami party",4609,"Wasat","Muslim Centre Party","Jordan",
"Al Ahed Party (The Promise)",,,,"Jordan",
"National Current Party",,,,"Jordan",
"Jordanian United Front Party",8920,"JUFP","Jordanian United Front Party","Jordan",
"Islamic Labor Front",,,,"Jordan",
"Nation Party",,,,"Jordan",
"National Unity Party",,,,"Jordan",
"National Union Party",4612,"NUP","National Union Party","Jordan",
"The Jordanian Natioanl Union Party",,,,"Jordan",
"The Direct Democratic Nationalistic Movement Party",,,,"Jordan",
"The Jordanian Democratic Popular Unity Party",,,,"Jordan",
"The Islamic Action Front",4537,"IAF","Islamic Action Front","Jordan",
"Islamic Middle Party",,,,"Jordan",
"Justice and Reform Party",,,,"Jordan",
"Al Aawn National Party",,,,"Jordan",
"The Arab Islamic Democratic Party",,,,"Jordan",
"Al-Ahrar Party",,,,"Jordan",
"Al-Mustaqbal Party",,,,"Jordan",
"The National Action Party",,,,"Jordan",
"Al-Ba’th Progressive Party",,,,"Jordan",
"The Jordanian Ba’th Arab Socialist Party",,,,"Jordan",
"The Jordanian People’s Democratic Party",,,,"Jordan",
"The Jordanian Communist Party",,,,"Jordan",
"Jordanian Social Democratic Party",,,,"Jordan",
"The National Constitution Party",,,,"Jordan",
"The Arab Jordanian al-Ansar Party",,,,"Jordan",
"People’s Action Party",,,,"Jordan",
"Communist party  of Kazakhstan",4350,"QKP","Communist Party of Kazakhstan","Kazakhstan",
"Democratic Choice of Kazakhstan / Forward! Party / Peop",,,,"Kazakhstan",
"Ak Zhol Democratic Party",3747,"AkZhol","Democratic Party of Kazakhstan Bright Path","Kazakhstan",
"Kazakhstani Social Democratic Party Auyl",5627,"Auyl","Kazakhstani Social Democratic Party Auyl","Kazakhstan",
"Communist People's Party of Kazakhstan",3749,"QKXP","Communist People’s Party of Kazakhstan","Kazakhstan",
"Rukhaniyat party",,,,"Kazakhstan",
"Party of Kazakh party",,,,"Kazakhstan",
"Nur Otan",3748,"NO","Bright Fatherland","Kazakhstan",
"Nationwide Social Democratic Party",3750,"ZSDP","Nationwide Social Democratic Party","Kazakhstan",
"Democratic Party Adilet",,,,"Kazakhstan",
"Cohesion party",,,,"Kazakhstan",
"Labour Party",,,,"Kenya",
"United Democratic Movement",8872,"UDM","United Democratic Movement","Kenya",
"Democtatic Party (DP)",3860,"DP","Democratic Party","Kenya",
"Ford-Asili",3862,"FORD-A","Forum for the Restoration of Democracy-Asili","Kenya",
"Ford-k",3863,"FORD-K","Forum for the Restoration of Democracy-Kenya","Kenya",
"Ford-People (F/P)",7971,"FORD-P","Forum for the Restoration of Democracy - People","Kenya",
"Islamic Party of Kenya",,,,"Kenya",
"Kenya African National Union (KANU)",2316,"KANU","Kenya African National Union","Kenya",
"Liberal Democratic Party (LDP)",4858,"LDP","Liberal Democratic Party","Kenya",
"National Rainbow Coalition (NARC)",5834,"NARC","National Rainbow Coalition","Kenya",
"National Party of Kenya (NPK)",7932,"NPK","National Party of Kenya","Kenya",
"United Democratic Front (UDF)",,,,"Kenya",
"Democratic Party of Kenya (DP)",3860,"DP","Democratic Party","Kenya",
"Ford-Kenya (Ford-K)",3863,"FORD-K","Forum for the Restoration of Democracy-Kenya","Kenya",
"Ford People (Ford-P)",7971,"FORD-P","Forum for the Restoration of Democracy - People","Kenya",
"Shirikisho",,,,"Kenya",
"Ford Asili (Ford-A)",3862,"FORD-A","Forum for the Restoration of Democracy-Asili","Kenya",
"Social Democratic Party (SDP)",3854,"SDP","Social Democratic Party","Kenya",
"Orange Democratic Movement Party (ODM)",2360,"ODM","Orange Democratic Movement","Kenya",
"Orange Democratic Movement Party of Kenya (ODM-K)",2361,"ODM-Kenya","Orange Democratic Movement-Kenya","Kenya",
"Party of National Unity (PNU)",2359,"PNU","Party of National Unity","Kenya",
"NARC Kenya",7970,"NARC-K","National Rainbow Coalition—Kenya","Kenya",
"Ford- Kenya (Ford-K)",3863,"FORD-K","Forum for the Restoration of Democracy-Kenya","Kenya",
"Ford Asili (Ford - A)",3862,"FORD-A","Forum for the Restoration of Democracy-Asili","Kenya",
"Kenya African Democratic Development Union (KADDU)",,,,"Kenya",
"KADDU-Asili",,,,"Kenya",
"NARK-Kenya",,,,"Kenya",
"Ford Kenya (Ford -K)",3863,"FORD-K","Forum for the Restoration of Democracy-Kenya","Kenya",
"Ford People (Ford -P)",7971,"FORD-P","Forum for the Restoration of Democracy - People","Kenya",
"Safina",3858,"S","Safina","Kenya",
"Kenya African Democratic Develoment Union (KADDU)",,,,"Kenya",
"KADDU -Asili",,,,"Kenya",
"United Democratic Party of Kenya (UDM)",8872,"UDM","United Democratic Movement","Kenya",
"New Ford Kenya (New Ford -K)",7972,"NFK-K","New Forum for the Restoration of Democracy—Kenya","Kenya",
"G7",,,,"Kenya",
"Kenya Social Congress (KSC)",,,,"Kenya",
"NARCK Kenya",,,,"Kenya",
"Orange Democratic Movement (ODM)",2360,"ODM","Orange Democratic Movement","Kenya",
"Restore and Build Kenya (RBK)",,,,"Kenya",
"SAFINA",3858,"S","Safina","Kenya",
"The National Alliance (TNA)",3867,"TNA","The National Alliance","Kenya",
"United Republican Party (URP)",3856,"URP","United Republican Party","Kenya",
"Wiper Democratic Movement (WDM-K)",2362,"WDM-K","Wiper Democratic Movement—Kenya","Kenya",
"Ford Kenya",3863,"FORD-K","Forum for the Restoration of Democracy-Kenya","Kenya",
"SAFINA party",3858,"S","Safina","Kenya",
"Jubilee Alliance Party (JAP)/Jubilee Party",,,,"Kenya",
"Kenya Social Congress  (KSC)",,,,"Kenya",
"NARC – Kenya",7970,"NARC-K","National Rainbow Coalition—Kenya","Kenya",
"Jubilee Alliance Party (JAP)",,,,"Kenya",
"Amani National Congress",7609,"ANC","Amani National Congress","Kenya",
"KANU",2316,"KANU","Kenya African National Union","Kenya",
"Thirdway Alliance",,,,"Kenya",
"Maendeleo Chap Chap",,,,"Kenya",
"National Rainbow Coalition",5834,"NARC","National Rainbow Coalition","Kenya",
"Chama Cha Mapinduzi",,,,"Kenya",
"United Democratic Alliance (UDA)",,,,"Kenya",
"Orange Democratic Movement",2360,"ODM","Orange Democratic Movement","Kenya",
"Wiper Democratic Movement - Kenya",2362,"WDM-K","Wiper Democratic Movement—Kenya","Kenya",
"Forum for Restoration of Democracy - Kenya",3863,"FORD-K","Forum for the Restoration of Democracy-Kenya","Kenya",
"Kenya African National Union",2316,"KANU","Kenya African National Union","Kenya",
"Kenya Social Congress",,,,"Kenya",
"Restore and Build Kenya",,,,"Kenya",
"Alliance for Real Change",,,,"Kenya",
"FORD - Asili",3862,"FORD-A","Forum for the Restoration of Democracy-Asili","Kenya",
"Party of National Unity",2359,"PNU","Party of National Unity","Kenya",
"The National Alliance",3867,"TNA","The National Alliance","Kenya",
"United Republican Party",3856,"URP","United Republican Party","Kenya",
"United Democratic Front (Forum)",,,,"Kenya",
"Alliance Party of Kenya",3866,"APK","Alliance Party of Kenya","Kenya",
"DP",3860,"DP","Democratic Party","Kenya",
"ODM",2360,"ODM","Orange Democratic Movement","Kenya",
"FORD Kenya",3863,"FORD-K","Forum for the Restoration of Democracy-Kenya","Kenya",
"PNU",2359,"PNU","Party of National Unity","Kenya",
"ODM Kenya",2361,"ODM-Kenya","Orange Democratic Movement-Kenya","Kenya",
"NAK",,,,"Kenya",
"FORD People",7971,"FORD-P","Forum for the Restoration of Democracy - People","Kenya",
"FORD Asili",3862,"FORD-A","Forum for the Restoration of Democracy-Asili","Kenya",
"NPK",7932,"NPK","National Party of Kenya","Kenya",
"CORD (ODM, Ford-Kenya, FORD People, WIPER Democratic Movement, TIP, Chama cha Uzalendo, Mkenya Solidarity Movement, , Pe",,,,"Kenya",
"Amani (United Democratic Forum Party (UDFP), New FORD Kenya, KANU, The National Vision Party)",,,,"Kenya",
"Jubilee (TNA, URP, NARC, Republican Congress, Shirikisho Party of Kenya (SPK), Democratic Party of Kenya (DP), FORD Asil",,,,"Kenya",
"The National Alliance party (TNA)",3867,"TNA","The National Alliance","Kenya",
"Grand National Union (GNU)",4081,"GNU","Grand National Union of Kenya","Kenya",
"Eagle (Kenya National Congress, Party of Action)",,,,"Kenya",
"Narc-Kenya",7970,"NARC-K","National Rainbow Coalition—Kenya","Kenya",
"New Ford Kenya (NFK)",7972,"NFK-K","New Forum for the Restoration of Democracy—Kenya","Kenya",
"Kenya National Congress (KNC)",,,,"Kenya",
"Progressive Party of Kenya (PPK)",,,,"Kenya",
"Alliance for Real Change (ARK)",,,,"Kenya",
"Party of Action (POA)",,,,"Kenya",
"Jubilee Alliance Party",,,,"Kenya",
"Alliance Party of Kenya (APK)",3866,"APK","Alliance Party of Kenya","Kenya",
"Saba Saba Asili",,,,"Kenya",
"Social Democratic Party of Kenya (SDP)",3854,"SDP","Social Democratic Party","Kenya",
"CORD (ODM, Ford-Kenya, FORD People, WIPER Democratic Movemen",,,,"Kenya",
"Jubilee (TNA, URP, NARC, Republican Congress, Shirikisho Par",,,,"Kenya",
"Amani (United Democratic Forum Party (UDFP), New FORD Kenya,",,,,"Kenya",
"Chama Cha Uzalendo (CCU)",,,,"Kenya",
"Sisi kwa Sisi party",,,,"Kenya",
"Jubilee Party",6912,"JP","Jubilee Party","Kenya",
"National Super Alliance",,,,"Kenya",
"CORD coalition",,,,"Kenya",
"Wiper Democratic Movement – Kenya",2362,"WDM-K","Wiper Democratic Movement—Kenya","Kenya",
"KADU-Asili",,,,"Kenya",
"FORD – Kenya",3863,"FORD-K","Forum for the Restoration of Democracy-Kenya","Kenya",
"National Super Alliance (NASA coalition)",,,,"Kenya",
"NARC - Kenya",7970,"NARC-K","National Rainbow Coalition—Kenya","Kenya",
"FORD - Kenya",3863,"FORD-K","Forum for the Restoration of Democracy-Kenya","Kenya",
"National Democratic Movement",,,,"Kenya",
"Party of Independent Candidates of Kenya",,,,"Kenya",
"United Democratic Alliance",,,,"Kenya",
"Muungano Party",,,,"Kenya",
"Amani National Congress  ANC Amani National Congress",7609,"ANC","Amani National Congress","Kenya",
"Democratic Party of Kenya DP Democratic Party",3860,"DP","Democratic Party","Kenya",
"Forum for the Restoration of Democracy–Kenya FORD–Kenya Forum for the Restoration of Democracy–Kenya (FORD–Kenya)",3863,"FORD-K","Forum for the Restoration of Democracy-Kenya","Kenya",
"Forum for the Restoration of Democracy–People FORD-Asili Forum for the Restoration of Democracy–People",3862,"FORD-A","Forum for the Restoration of Democracy-Asili","Kenya",
"Jubilee Party of Kenya  Jubilee Jubilee Party of Kenya ",6912,"JP","Jubilee Party","Kenya",
"Kenya African National Union  KANU Kenya African National Union ",2316,"KANU","Kenya African National Union","Kenya",
"Labour Party of Kenya LPK Labour Party of Kenya",,,,"Kenya",
"Maendeleo Chap Chap Party MCC Maendeleo Chap Chap Party",,,,"Kenya",
"National Rainbow Coalition–Kenya  NARC–Kenya National Rainbow Coalition–Kenya ",7970,"NARC-K","National Rainbow Coalition—Kenya","Kenya",
"National Super Alliance NASA National Super Alliance",,,,"Kenya",
"Orange Democratic Movement  ODM Orange Democratic Movement ",2360,"ODM","Orange Democratic Movement","Kenya",
"People's Empowerment Party  PEP People's Empowerment Party",,,,"Kenya",
"Thirdway Alliance Party of Kenya  Thirdway Alliance Party of Kenya",,,,"Kenya",
"United Democratic Alliance UDA United Democratic Alliance",,,,"Kenya",
"United Democratic Forum Party  UDFP United Democratic Forum Party ",3864,"UDFP","United Democratic Forum Party","Kenya",
"United Democratic Movement UDM United Democratic Movement",8872,"UDM","United Democratic Movement","Kenya",
"Unity Party of Kenya UPK Unity Party of Kenya",,,,"Kenya",
"Wiper Democratic Movement- Kenya  WDM-K Wiper Democratic Movement- Kenya",2362,"WDM-K","Wiper Democratic Movement—Kenya","Kenya",
"Lëvizja Vetëvendosje (VV)",,,,"Kosovo",
"Aleanca Kosova e Re (AKR)",,,,"Kosovo",
"Partia Demokratike e Kosovës (PDK)",,,,"Kosovo",
"Lidhja Demokratike e Kosovës (LDK)",,,,"Kosovo",
"Aleanca për Ardhmërinë e Kosovës (AAK)",,,,"Kosovo",
"Partia e Drejtësisë (PD)",,,,"Kosovo",
"Demokratska Stranka Srbije (DSS)",,,,"Kosovo",
"Liberalno Demokratska Partija (LDP)",,,,"Kosovo",
"Srpska Liberalna Stranka (SLS)",,,,"Kosovo",
"Srpska Napredna Stranka (SNS)",,,,"Kosovo",
"Socialisticka Partija Srbije (SPS)",,,,"Kosovo",
"Demokratska Stranka (DS)",,,,"Kosovo",
"Democratic Party of Kosovo",,,,"Kosovo",
"Democratic League of Kosovo",,,,"Kosovo",
"New Kosovo Alliance",,,,"Kosovo",
"Democratic League of Dardania-Albanian Christian Democratic",,,,"Kosovo",
"Alliance for the Future of Kosovo",,,,"Kosovo",
"Reformist Party ORA",,,,"Kosovo",
"Party of Justice",,,,"Kosovo",
"Turkish Democratic Party of Kosovo",,,,"Kosovo",
"Democratic Ashkali Party of Kosovo",,,,"Kosovo",
"Independent Liberal Party",,,,"Kosovo",
"Serb Democratic Party of Kosovo and Metohija",,,,"Kosovo",
"Serb People's Party",,,,"Kosovo",
"Civic Initiative of Gora",,,,"Kosovo",
"Serb Kosovo-Metohija Party",,,,"Kosovo",
"Dignity Party",5910,"AN","Dignity","Kyrgyzstan",
"Socialist Party",4527,"AM","Socialist Party 'Fatherland'","Kyrgyzstan",
"Communist Party",5612,"PKK","Party of Communists of Kyrgyzstan","Kyrgyzstan",
"Youth Party",,,,"Kyrgyzstan",
"Ar Namys",,,,"Kyrgyzstan",
"Social-Democrats Party",4526,"KSP","Social Democratic Party of Kyrgyzstan","Kyrgyzstan",
"Alga Kyrgyzstan",6341,"AK","Forward Kyrgyzstan","Kyrgyzstan",
"Asaba (Republic National Party)",7410,"Asaba","Republic National Party","Kyrgyzstan",
"Free Kyrgyzstan",,,,"Kyrgyzstan",
"New Kyrgyzstan",,,,"Kyrgyzstan",
"KDK",,,,"Kyrgyzstan",
"Moy Kyrgyzstan",,,,"Kyrgyzstan",
"Molodej Kyrgyzstan",,,,"Kyrgyzstan",
"Zastroyshik party",,,,"Kyrgyzstan",
"Adilet",,,,"Kyrgyzstan",
"Jetigen - Yntymak",,,,"Kyrgyzstan",
"Edinstvo I Trud",,,,"Kyrgyzstan",
"Narodnoe Dvijenie Kyrgyzstan",,,,"Kyrgyzstan",
"Mekenim Kyrgyzstan",,,,"Kyrgyzstan",
"Coalition for Democracy and Civil Society",,,,"Kyrgyzstan",
"'Manas' youth organization",,,,"Kyrgyzstan",
"Aris",,,,"Kyrgyzstan",
"Baitik Ata",,,,"Kyrgyzstan",
"Builders' movement",,,,"Kyrgyzstan",
"Democratic Movement of Kyrgyzstan",,,,"Kyrgyzstan",
"NGO 'Gender Development'",,,,"Kyrgyzstan",
"Progressive Democratic Party ""Free Kyrgyzstan""",,,,"Kyrgyzstan",
"Agrarian Party of Kyrgyzstan",,,,"Kyrgyzstan",
"Agrarian Labor Party of Kyrgyzstan",,,,"Kyrgyzstan",
"Party of Citizens of Bishkek",,,,"Kyrgyzstan",
"My Country Party of Action",5909,"MS","My Country Party of Action","Kyrgyzstan",
"Democratic Women's Party of Kyrgyzstan",6382,"DPZh","Democratic Women's Party of Kyrgyzstan","Kyrgyzstan",
"People of Manas Party of Spiritual Revival",,,,"Kyrgyzstan",
"Party of Unity of Kyrgyzstan",,,,"Kyrgyzstan",
"Party of Protection of Industrial, Agricultural Employe",,,,"Kyrgyzstan",
"Kairan El Party",,,,"Kyrgyzstan",
"Party of Communists of Kyrgyzstan",5612,"PKK","Party of Communists of Kyrgyzstan","Kyrgyzstan",
"Party of Cooperators of the Kyrgyz Republic",,,,"Kyrgyzstan",
"Party of Popular Unity and Consent",,,,"Kyrgyzstan",
"Banner National Revival Party",,,,"Kyrgyzstan",
"Socio-Political Peasants' (Farmers') Party of Kyrgyzsta",,,,"Kyrgyzstan",
"Party of the Veterans of the War in Afghanistan",6383,"PPVVA","Political Party of Afghan War Veterans","Kyrgyzstan",
"Republican Party of Kyrgyzstan",,,,"Kyrgyzstan",
"Democratic Party ""Justice""",7201,"A","Democratic Party ""Justice""","Kyrgyzstan",
"Republican People´s Party of Kyrgyzstan",,,,"Kyrgyzstan",
"Social Democratic Party of Kyrgyzstan",4526,"KSP","Social Democratic Party of Kyrgyzstan","Kyrgyzstan",
"Socialist Party 'Fatherland'",4527,"AM","Socialist Party 'Fatherland'","Kyrgyzstan",
"Party of Economic Revival of the Kyrgyz Republic",,,,"Kyrgyzstan",
"Party of the People (Destitute)",,,,"Kyrgyzstan",
"Party of the Working People",,,,"Kyrgyzstan",
"Respublika - Ata-Zhurt",6882,"R — AZ","Respublika — Ata Zhurt","Kyrgyzstan",
"Respublika",4528,"R","Respublika","Kyrgyzstan",
"White Falcon",8484,"AS","White Falcon","Kyrgyzstan",
"Contemporary",,,,"Kyrgyzstan",
"Homeland Security",,,,"Kyrgyzstan",
"United Kyrgyzstan",6881,"BK","United Kyrgyzstan","Kyrgyzstan",
"Development and Progress Party",,,,"Kyrgyzstan",
"Political Party of State Unity and Patriotism",,,,"Kyrgyzstan",
"Kyrgyzstan Party",6883,"KP","Kyrgyzstan Party","Kyrgyzstan",
"Democratic Party",19,"DPS","Democratic Party ""Saimnieks""  ","Latvia",
"Freedom Party",,,"  ","Latvia",
"People's Party",1755,"TP","People's Party  ","Latvia",
"Social Democratic Union",5787,"SDML","Union of Social Democrats — Mensheviks and Rural Workers  ","Latvia",
"National Alliance",7619,,"National Alliance  ","Latvia",
"Harmony Centre",1056,"SC","Harmony Centre  ","Latvia",
"Unity",852,"V","Unity  ","Latvia",
"National Union All for Latvia For Fatherland and Freedom",,,"  ","Latvia",
"For a Good Latvia",393,"PLL","For a Good Latvia  ","Latvia",
"Union of Greens and Farmers",701,"ZZS","Green and Farmers' Union  ","Latvia",
"Made in Latvia",,,"  ","Latvia",
"People's Control",,,"  ","Latvia",
"New Era",1531,"JL","New Era  ","Latvia",
"First Party of Latvia",1778,"LPP","Latvia's First Party  ","Latvia",
"Society for Different Politics",627,"SCP","Society for Other Politics  ","Latvia",
"All for Latvia",506,"VL","All For Latvia!  ","Latvia",
"Party of Social Justice",,,"  ","Latvia",
"For Human Rights in United Latvia",176,"PCTVL","For Human Rights in a United Latvia  ","Latvia",
"Zatler's Reform Party",1476,"ZRP","Zatlers' Reform Party  ","Latvia",
"For a presidential republic",,,"  ","Latvia",
"Social Democratic Workers Party of Latvia",741,"LSDSP","Latvian Social Democratic Workers' Party  ","Latvia",
"Union For Fatherland and Freedom/LNNK",1704,"TB/LNNK","For Fatherland and Freedom / LNNK  ","Latvia",
"For Latvia from the Heart",3193,"NsL","For Latvia from the Heart  ","Latvia",
"Latvian Association of the Regions",3194,"LRa","Latvian Association of Regions  ","Latvia",
"Latvian Russian Union",5657,"LKS/RSL","Latvian Russian Union  ","Latvia",
"National Power Unity",,,"  ","Latvia",
"Progressives",6357,"P","The Progressive  ","Latvia",
"Social Democratic Party 'Harmony'",5976,"SDPS","Social Democratic Party ""Harmony""  ","Latvia",
"Who Owns the State? (KPV LV)",6356,"KPVLV—PCL","Who owns the state? — For a Humane Latvia  ","Latvia",
"New Conservative Party",6355,"JKP","New Conservative Party  ","Latvia",
"Development/For!",8393,"AP!","Development/For!  ","Latvia",
"New Unity",9089,"JV","New Unity  ","Latvia",
"Latvian Association of Regions",3194,"LRa","Latvian Association of Regions  ","Latvia",
